,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
107,Garradd (C/2009 P1),2012-Mar-02 05:50,2455988.743055556,8.8,*,4.5,m,227.61983,66.9322,227.66324,66.88053,-161.886,109.2203,333.456419,33.760624,210.91,-288.1,-413695.24,266116.866,338.375,22.4363594559,1.794,0.257,10.484,,92.61142,,383023.9,*,,,,,,68.67,0.0,,,161.1675,42.051,1.817186164475,11.976303,1.26881181653487,-3.2835528,10.5523861,31.2562541,50.0267646,106.3955,/L,31.545,87.4,62.0185,42.0574,248.789,90.202,-11.94665,UMi,66.185394,159.38145,73.5879897,,,104.537307,44.913433,11.5395767737,0.000354,0.091,0.087,0.093,0.085,-27.081,0.0247193,0.126,164.4841,1.23e-05,0.39,1.4,0.001097,45.0358,7.258810008,31.5451,160.6221,57.8248
108,Garradd (C/2009 P1),2012-Mar-02 06:00,2455988.75,8.8,*,4.5,m,227.60073,66.93727,227.64415,66.88558,-161.88,109.1867,334.173809,32.970429,220.44,-280.79,-413788.74,266125.509,338.384,22.6034824451,1.832,0.263,10.484,,92.61223,,383041.9,*,,,,,,68.64,0.0,,,161.1657,42.0476,1.817234200512,11.9770651,1.26879865900178,-3.2775357,10.55227668,31.2558412,50.0198168,106.4005,/L,31.5433,87.4,62.0924,42.0542,248.762,90.185,-11.95188,UMi,66.185394,159.3560546,73.5824896,,,104.549813,44.915257,11.7062723064,0.000354,0.091,0.087,0.093,0.085,-27.072,0.0247202,0.126,164.481,1.23e-05,0.39,1.4,0.001097,45.0394,7.427205951,31.5434,160.6137,57.8205
109,Garradd (C/2009 P1),2012-Mar-02 06:10,2455988.756944444,8.8,*,4.5,m,227.58162,66.94235,227.62505,66.89063,-161.875,109.1553,334.915858,32.200976,229.7,-273.17,-413882.25,266134.144,338.393,22.7706054343,1.871,0.268,10.484,,92.61304,,383060.0,*,,,,,,68.61,0.0,,,161.1638,42.0442,1.817282239605,11.9778272,1.26878552513009,-3.2717534,10.55216745,31.2554283,50.0133806,106.4056,/L,31.5415,87.3,62.1653,42.051,248.735,90.168,-11.95712,UMi,66.185394,159.3306755,73.5769884,,,104.562318,44.917078,11.872967871,0.000354,0.091,0.087,0.093,0.085,-27.064,0.0247211,0.126,164.4779,1.23e-05,0.39,1.4,0.001097,45.0431,7.595602107,31.5416,160.6052,57.8161
110,Garradd (C/2009 P1),2012-Mar-02 06:20,2455988.763888889,8.8,*,4.5,m,227.56252,66.94741,227.60595,66.89569,-161.871,109.1259,335.681538,31.453074,238.67,-265.27,-413975.76,266142.771,338.402,22.9377284235,1.91,0.274,10.484,,92.61385,,383078.0,*,,,,,,68.59,0.0,,,161.162,42.0408,1.817330281754,11.9785892,1.2687724139867,-3.2662014,10.5520584,31.2550154,50.0074716,106.4106,/L,31.5397,87.3,62.2373,42.0478,248.708,90.152,-11.96235,UMi,66.185394,159.3053123,73.5714861,,,104.574823,44.918895,12.0396634579,0.000354,0.091,0.087,0.093,0.085,-27.055,0.024722,0.126,164.4747,1.23e-05,0.39,1.4,0.001097,45.0467,7.763998483,31.5398,160.5968,57.8117
111,Garradd (C/2009 P1),2012-Mar-02 06:30,2455988.770833333,8.8,*,4.5,m,227.5434,66.95248,227.58684,66.90074,-161.868,109.0986,336.46986,30.727512,247.36,-257.09,-414069.29,266151.392,338.411,23.1048514127,1.95,0.28,10.484,,92.61466,,383096.0,*,,,,,,68.56,0.0,,,161.1601,42.0374,1.817378326957,11.9793511,1.26875932465754,-3.2608748,10.55194954,31.2546025,50.0021043,106.4156,/L,31.5379,87.3,62.3084,42.0446,248.681,90.135,-11.96759,UMi,66.185394,159.2799647,73.5659828,,,104.587328,44.920709,12.2063590571,0.000354,0.091,0.087,0.093,0.085,-27.046,0.0247229,0.126,164.4716,1.23e-05,0.39,1.4,0.001097,45.0504,7.932395085,31.538,160.5883,57.8074
112,Garradd (C/2009 P1),2012-Mar-02 06:40,2455988.777777778,8.8,*,4.5,m,227.52429,66.95755,227.56774,66.90579,-161.866,109.0733,337.279865,30.02506,255.75,-248.63,-414162.84,266160.006,338.42,23.2719744019,1.991,0.286,10.484,,92.61547,,383114.0,*,,,,,,68.53,0.0,,,161.1583,42.0341,1.817426375215,11.9801129,1.26874625624938,-3.2557682,10.55184086,31.2541895,49.9972925,106.4206,/L,31.5361,87.2,62.3784,42.0414,248.654,90.119,-11.97282,UMi,66.185394,159.2546322,73.5604783,,,104.599833,44.92252,12.3730546589,0.000354,0.091,0.087,0.093,0.085,-27.038,0.0247238,0.126,164.4685,1.23e-05,0.39,1.4,0.001097,45.054,8.100791922,31.5363,160.5799,57.803
113,Garradd (C/2009 P1),2012-Mar-02 06:50,2455988.784722222,8.8,*,4.5,m,227.50517,66.96262,227.54863,66.91083,-161.866,109.0499,338.11062,29.346468,263.85,-239.91,-414256.39,266168.614,338.429,23.4390973911,2.032,0.291,10.484,,92.61627,,383132.0,*,,,,,,68.5,0.0,,,161.1564,42.0307,1.817474426528,11.9808746,1.26873320789149,-3.2508757,10.55173234,31.2537766,49.9930486,106.4256,/L,31.5344,87.2,62.4474,42.0382,248.627,90.102,-11.97806,UMi,66.185394,159.2293144,73.5549727,,,104.612338,44.924328,12.5397502534,0.000354,0.091,0.087,0.093,0.085,-27.029,0.0247247,0.126,164.4654,1.23e-05,0.39,1.4,0.001097,45.0577,8.269189004,31.5345,160.5715,57.7986
114,Garradd (C/2009 P1),2012-Mar-02 07:00,2455988.791666667,8.8,*,4.5,m,227.48605,66.96768,227.52951,66.91588,-161.867,109.0284,338.961211,28.692462,271.65,-230.93,-414349.97,266177.217,338.438,23.6062203803,2.074,0.297,10.484,,92.61708,,383150.0,*,,,,,,68.48,0.0,,,161.1546,42.0273,1.817522480895,11.9816362,1.26872017873741,-3.2461912,10.55162398,31.2533637,49.9893839,106.4306,/L,31.5326,87.2,62.5154,42.035,248.6,90.085,-11.9833,UMi,66.185394,159.204011,73.549466,,,104.624844,44.926132,12.706445831,0.000354,0.091,0.087,0.093,0.085,-27.02,0.0247256,0.126,164.4622,1.23e-05,0.39,1.4,0.001097,45.0613,8.43758634,31.5327,160.563,57.7943
115,Garradd (C/2009 P1),2012-Mar-02 07:10,2455988.798611111,8.8,*,4.5,m,227.46692,66.97274,227.51039,66.92093,-161.869,109.0087,339.830743,28.06375,279.14,-221.7,-414443.56,266185.813,338.447,23.7733433695,2.116,0.303,10.485,,92.61788,,383168.0,*,,,,,,68.45,0.0,,,161.1528,42.0239,1.817570538316,11.9823978,1.26870716796653,-3.2417078,10.55151577,31.2529507,49.9863089,106.4355,/L,31.5308,87.1,62.5824,42.0319,248.573,90.069,-11.98853,UMi,66.185394,159.1787216,73.5439581,,,104.63735,44.927933,12.8731413817,0.000354,0.091,0.087,0.093,0.085,-27.012,0.0247265,0.126,164.4591,1.23e-05,0.39,1.4,0.001097,45.065,8.60598394,31.531,160.5546,57.7899
116,Garradd (C/2009 P1),2012-Mar-02 07:20,2455988.805555556,8.8,*,4.5,m,227.44779,66.97781,227.49127,66.92597,-161.873,108.9908,340.71833,27.461017,286.32,-212.23,-414537.16,266194.405,338.456,23.9404663587,2.159,0.31,10.485,,92.61869,,383185.9,*,,,,,,68.42,0.0,,,161.1509,42.0205,1.81761859879,11.9831592,1.26869417478572,-3.2374187,10.55140771,31.2525377,49.9838324,106.4405,/L,31.5291,87.1,62.6484,42.0287,248.547,90.052,-11.99377,UMi,66.185395,159.1534458,73.538449,,,104.649857,44.929731,13.039836896,0.000354,0.091,0.087,0.093,0.085,-27.003,0.0247274,0.126,164.456,1.23e-05,0.39,1.4,0.001097,45.0686,8.774381817,31.5292,160.5462,57.7855
117,Garradd (C/2009 P1),2012-Mar-02 07:30,2455988.8125,8.8,*,4.5,m,227.42865,66.98287,227.47214,66.93102,-161.879,108.9746,341.623094,26.884922,293.18,-202.52,-414630.79,266202.992,338.465,0.1075893479,2.201,0.316,10.485,,92.61949,,383203.8,*,,,,,,68.4,0.0,,,161.1491,42.0171,1.817666662318,11.9839206,1.26868119843088,-3.2333163,10.55129979,31.2521248,49.9819627,106.4455,/L,31.5273,87.1,62.7133,42.0255,248.519,90.035,-11.99902,UMi,66.185395,159.1281832,73.5329386,,,104.662364,44.931525,13.2065323642,0.000354,0.091,0.087,0.093,0.085,-26.995,0.0247283,0.126,164.4528,1.23e-05,0.39,1.4,0.001097,45.0723,8.942779982,31.5274,160.5378,57.7812
118,Garradd (C/2009 P1),2012-Mar-02 07:40,2455988.819444444,8.8,*,4.5,m,227.40951,66.98793,227.45301,66.93606,-161.887,108.96,342.544165,26.336105,299.71,-192.59,-414724.43,266211.574,338.474,0.2747123371,2.243,0.322,10.485,,92.62029,,383221.7,*,,,,,,68.37,0.0,,,161.1472,42.0138,1.817714728898,11.9846818,1.26866823816837,-3.2293929,10.551192,31.2517118,49.9807064,106.4505,/L,31.5256,87.0,62.7773,42.0223,248.492,90.019,-12.00426,UMi,66.185395,159.1029335,73.527427,,,104.674873,44.933316,13.373227777,0.000354,0.091,0.087,0.093,0.085,-26.986,0.0247292,0.126,164.4497,1.23e-05,0.39,1.4,0.001097,45.0759,9.111178448,31.5257,160.5293,57.7768
119,Garradd (C/2009 P1),2012-Mar-02 07:50,2455988.826388889,8.8,*,4.5,m,227.39037,66.99299,227.43387,66.9411,-161.896,108.947,343.480671,25.815177,305.9,-182.44,-414818.1,266220.152,338.483,0.4418353263,2.284,0.328,10.485,,92.62109,,383239.6,*,,,,,,68.34,0.0,,,161.1454,42.0104,1.81776279853,11.985443,1.26865529329648,-3.2256404,10.55108434,31.2512988,49.9800691,106.4554,/L,31.5238,87.0,62.8403,42.0191,248.465,90.002,-12.0095,UMi,66.185395,159.0776963,73.521914,,,104.687383,44.935104,13.5399231248,0.000354,0.091,0.087,0.093,0.085,-26.977,0.02473,0.126,164.4465,1.23e-05,0.39,1.4,0.001097,45.0796,9.279577228,31.5239,160.5209,57.7724
120,Garradd (C/2009 P1),2012-Mar-02 08:00,2455988.833333333,8.8,*,4.5,m,227.37122,66.99805,227.41473,66.94614,-161.907,108.9355,344.431743,25.322723,311.76,-172.09,-414911.78,266228.726,338.492,0.6089583155,2.325,0.333,10.485,,92.62189,,383257.5,*,,,,,,68.32,0.0,,,161.1436,42.007,1.817810871215,11.9862041,1.26864236314677,-3.2220503,10.5509768,31.2508858,49.9800552,106.4604,/L,31.5221,86.9,62.9022,42.0159,248.438,89.985,-12.01475,UMi,66.185395,159.0524713,73.5163996,,,104.699894,44.936888,13.7066183985,0.000354,0.091,0.087,0.093,0.085,-26.969,0.0247309,0.126,164.4434,1.23e-05,0.39,1.4,0.001097,45.0832,9.447976337,31.5222,160.5125,57.7681
121,Garradd (C/2009 P1),2012-Mar-02 08:10,2455988.840277778,8.8,*,4.5,m,227.35206,67.00311,227.39558,66.95118,-161.92,108.9254,345.396508,24.859301,317.27,-161.54,-415005.5,266237.296,338.501,0.7760813047,2.365,0.339,10.485,,92.62269,,383275.3,*,,,,,,68.29,0.0,,,161.1417,42.0036,1.817858946952,11.9869651,1.26862944708535,-3.2186138,10.55086938,31.2504728,49.9806679,106.4654,/L,31.5203,86.9,62.9632,42.0127,248.411,89.969,-12.01999,UMi,66.185395,159.0272581,73.5108838,,,104.712406,44.938669,13.8733135889,0.000354,0.091,0.087,0.093,0.085,-26.96,0.0247318,0.126,164.4402,1.23e-05,0.39,1.4,0.001097,45.0868,9.61637579,31.5204,160.5041,57.7637
122,Garradd (C/2009 P1),2012-Mar-02 08:20,2455988.847222222,8.8,*,4.5,m,227.3329,67.00817,227.37643,66.95622,-161.935,108.9165,346.374086,24.425441,322.43,-150.81,-415099.23,266245.863,338.51,0.9432042939,2.404,0.345,10.485,,92.62348,,383293.2,*,,,,,,68.26,0.0,,,161.1399,42.0002,1.81790702574,11.987726,1.26861654451415,-3.2153219,10.55076208,31.2500598,49.9819092,106.4703,/L,31.5186,86.9,63.0231,42.0096,248.384,89.952,-12.02524,UMi,66.185395,159.0020564,73.5053665,,,104.72492,44.940446,14.0400086873,0.000354,0.091,0.087,0.093,0.085,-26.951,0.0247327,0.126,164.4371,1.23e-05,0.39,1.4,0.001097,45.0905,9.784775601,31.5187,160.4956,57.7594
123,Garradd (C/2009 P1),2012-Mar-02 08:30,2455988.854166667,8.8,*,4.5,m,227.31373,67.01323,227.35727,66.96127,-161.953,108.909,347.363596,24.021642,327.24,-139.9,-415192.99,266254.427,338.519,1.1103272831,2.441,0.35,10.485,,92.62428,,383311.0,*,,,,,,68.23,0.0,,,161.138,41.9968,1.81795510758,11.9884869,1.26860365487202,-3.2121652,10.55065488,31.2496467,49.9837797,106.4753,/L,31.5168,86.9,63.0821,42.0064,248.357,89.935,-12.03049,UMi,66.185395,158.9768658,73.4998476,,,104.737436,44.94222,14.2067036848,0.000354,0.091,0.087,0.093,0.085,-26.943,0.0247336,0.126,164.434,1.23e-05,0.39,1.4,0.001097,45.0941,9.953175787,31.517,160.4872,57.755
124,Garradd (C/2009 P1),2012-Mar-02 08:40,2455988.861111111,8.8,*,4.5,m,227.29456,67.01829,227.33811,66.96631,-161.972,108.9025,348.364147,23.648372,331.67,-128.83,-415286.78,266262.988,338.528,1.2774502723,2.477,0.355,10.485,,92.62507,,383328.8,*,,,,,,68.21,0.0,,,161.1362,41.9935,1.81800319247,11.9892476,1.26859077763585,-3.209134,10.55054778,31.2492337,49.986279,106.4802,/L,31.5151,86.8,63.1402,42.0032,248.33,89.919,-12.03575,UMi,66.185395,158.9516861,73.4943271,,,104.749954,44.943991,14.3733985729,0.000354,0.091,0.087,0.093,0.085,-26.934,0.0247345,0.126,164.4308,1.23e-05,0.39,1.4,0.001097,45.0978,10.121576364,31.5152,160.4788,57.7506
125,Garradd (C/2009 P1),2012-Mar-02 08:50,2455988.868055556,8.8,*,4.5,m,227.27537,67.02335,227.31894,66.97134,-161.994,108.8972,349.37484,23.306065,335.74,-117.61,-415380.6,266271.546,338.537,1.4445732615,2.511,0.36,10.485,,92.62586,,383346.7,*,,,,,,68.18,0.0,,,161.1343,41.9901,1.818051280411,11.9900083,1.2685779123216,-3.2062187,10.55044078,31.2488206,49.9894054,106.4852,/L,31.5133,86.8,63.1973,42.0,248.303,89.902,-12.041,UMi,66.185395,158.9265169,73.4888049,,,104.762474,44.945759,14.5400933433,0.000354,0.091,0.087,0.093,0.085,-26.925,0.0247355,0.126,164.4277,1.23e-05,0.39,1.4,0.001097,45.1014,10.289977349,31.5135,160.4704,57.7463
126,Garradd (C/2009 P1),2012-Mar-02 09:00,2455988.875,8.8,*,4.5,m,227.25619,67.02841,227.29976,66.97638,-162.018,108.8928,350.394769,22.995123,339.43,-106.25,-415474.45,266280.102,338.546,1.6116962507,2.542,0.365,10.485,,92.62666,,383364.5,*,,,,,,68.15,0.0,,,161.1325,41.9867,1.818099371402,11.9907688,1.26856505848516,-3.203409,10.55033388,31.2484076,49.9931559,106.4901,/L,31.5116,86.8,63.2534,41.9969,248.276,89.885,-12.04626,UMi,66.185395,158.9013579,73.4832809,,,104.774996,44.947523,14.706787988,0.000354,0.091,0.087,0.093,0.085,-26.917,0.0247364,0.126,164.4245,1.23e-05,0.39,1.4,0.001097,45.1051,10.458378759,31.5117,160.462,57.7419
127,Garradd (C/2009 P1),2012-Mar-02 09:10,2455988.881944444,8.8,*,4.5,m,227.23699,67.03346,227.28058,66.98142,-162.044,108.8892,351.42302,22.715911,342.74,-94.76,-415568.33,266288.655,338.555,1.7788192399,2.572,0.369,10.485,,92.62745,,383382.2,*,,,,,,68.13,0.0,,,161.1307,41.9833,1.818147465443,11.9915293,1.26855221572329,-3.2006946,10.55022707,31.2479945,49.9975263,106.4951,/L,31.5098,86.7,63.3086,41.9937,248.249,89.869,-12.05151,UMi,66.185395,158.876209,73.477755,,,104.78752,44.949284,14.8734824992,0.000354,0.091,0.087,0.093,0.085,-26.908,0.0247373,0.126,164.4214,1.23e-05,0.39,1.4,0.001097,45.1087,10.626780613,31.51,160.4535,57.7375
128,Garradd (C/2009 P1),2012-Mar-02 09:20,2455988.888888889,8.8,*,4.5,m,227.21779,67.03852,227.26139,66.98646,-162.072,108.8865,352.458669,22.46876,345.66,-83.17,-415662.24,266297.207,338.564,1.9459422292,2.598,0.373,10.485,,92.62824,,383400.0,*,,,,,,68.1,0.0,,,161.1288,41.9799,1.818195562533,11.9922897,1.26853938367434,-3.1980652,10.55012035,31.2475814,50.0025113,106.5,/L,31.5081,86.7,63.363,41.9905,248.222,89.852,-12.05677,UMi,66.185395,158.8510697,73.4722271,,,104.800047,44.951042,15.0401768693,0.000354,0.091,0.087,0.093,0.085,-26.899,0.0247382,0.126,164.4182,1.23e-05,0.39,1.41,0.001097,45.1124,10.795182928,31.5083,160.4451,57.7332
129,Garradd (C/2009 P1),2012-Mar-02 09:30,2455988.895833333,8.8,*,4.5,m,227.19858,67.04358,227.24219,66.9915,-162.103,108.8844,353.500784,22.253961,348.19,-71.47,-415756.18,266305.757,338.574,2.1130652184,2.621,0.376,10.485,,92.62903,,383417.8,*,,,,,,68.07,0.0,,,161.127,41.9766,1.818243662673,11.99305,1.26852656201896,-3.1955101,10.55001371,31.2471683,50.0081042,106.5049,/L,31.5064,86.7,63.4165,41.9873,248.195,89.835,-12.06203,UMi,66.185395,158.8259399,73.4666972,,,104.812576,44.952797,15.2068710911,0.000354,0.091,0.087,0.093,0.085,-26.891,0.0247391,0.126,164.415,1.23e-05,0.39,1.41,0.001097,45.116,10.963585723,31.5065,160.4367,57.7288
130,Garradd (C/2009 P1),2012-Mar-02 09:40,2455988.902777778,8.8,*,4.5,m,227.17937,67.04864,227.22299,66.99654,-162.137,108.8829,354.548427,22.071769,350.33,-59.69,-415850.16,266314.305,338.583,2.2801882076,2.641,0.379,10.485,,92.62982,,383435.5,*,,,,,,68.05,0.0,,,161.1252,41.9732,1.818291765861,11.9938102,1.26851375048073,-3.1930185,10.54990716,31.2467552,50.0142975,106.5099,/L,31.5046,86.6,63.4691,41.9842,248.168,89.819,-12.0673,UMi,66.185395,158.8008193,73.4611651,,,104.825108,44.954549,15.3735651575,0.000354,0.091,0.087,0.093,0.085,-26.882,0.02474,0.126,164.4119,1.23e-05,0.39,1.41,0.001097,45.1197,11.131989017,31.5048,160.4283,57.7244
131,Garradd (C/2009 P1),2012-Mar-02 09:50,2455988.909722222,8.8,*,4.5,m,227.16014,67.05369,227.20378,67.00158,-162.173,108.8819,355.600653,21.922398,352.07,-47.84,-415944.18,266322.851,338.592,2.4473111968,2.658,0.381,10.485,,92.63061,,383453.3,*,,,,,,68.02,0.0,,,161.1233,41.9698,1.818339872097,11.9945703,1.26850094882664,-3.1905796,10.5498007,31.2463421,50.0210821,106.5148,/L,31.5029,86.6,63.5209,41.981,248.141,89.802,-12.07256,UMi,66.185395,158.7757076,73.4556309,,,104.837644,44.956298,15.5402590621,0.000354,0.091,0.087,0.093,0.085,-26.873,0.0247409,0.126,164.4087,1.23e-05,0.39,1.41,0.001097,45.1233,11.30039283,31.5031,160.4199,57.7201
132,Garradd (C/2009 P1),2012-Mar-02 10:00,2455988.916666667,8.8,*,4.5,m,227.14091,67.05875,227.18456,67.00662,-162.211,108.8813,356.656509,21.806024,353.41,-35.94,-416038.24,266331.396,338.601,2.614434186,2.672,0.383,10.485,,92.63139,,383471.0,*,,,,,,67.99,0.0,,,161.1215,41.9664,1.818387981382,11.9953303,1.26848815686761,-3.1881823,10.54969431,31.245929,50.028448,106.5197,/L,31.5012,86.6,63.5719,41.9778,248.113,89.785,-12.07783,UMi,66.185395,158.7506047,73.4500943,,,104.850182,44.958044,15.7069527983,0.000354,0.091,0.087,0.093,0.085,-26.865,0.0247418,0.126,164.4056,1.23e-05,0.39,1.41,0.001097,45.127,11.46879718,31.5014,160.4114,57.7157
133,Garradd (C/2009 P1),2012-Mar-02 10:10,2455988.923611111,8.8,*,4.5,m,227.12167,67.06381,227.16533,67.01165,-162.252,108.8809,357.715039,21.72278,354.35,-23.99,-416132.34,266339.94,338.61,2.7815571752,2.681,0.384,10.485,,92.63218,,383488.7,*,,,,,,67.96,0.0,,,161.1196,41.963,1.818436093715,11.9960902,1.26847537445879,-3.1858156,10.549588,31.2455159,50.0363841,106.5247,/L,31.4995,86.6,63.6221,41.9747,248.086,89.768,-12.0831,UMi,66.185396,158.7255103,73.4445552,,,104.862723,44.959787,15.8736463602,0.000354,0.091,0.087,0.093,0.085,-26.856,0.0247427,0.126,164.4024,1.23e-05,0.39,1.41,0.001097,45.1306,11.637202087,31.4996,160.403,57.7113
134,Garradd (C/2009 P1),2012-Mar-02 10:20,2455988.930555556,8.8,*,4.5,m,227.10241,67.06887,227.14609,67.01669,-162.295,108.8808,358.775282,21.672761,354.88,-12.02,-416226.47,266348.482,338.619,2.9486801644,2.687,0.385,10.485,,92.63297,,383506.5,*,,,,,,67.94,0.0,,,161.1178,41.9597,1.818484209095,11.9968501,1.26846260149983,-3.1834683,10.54948177,31.2451027,50.0448779,106.5296,/L,31.4977,86.5,63.6716,41.9715,248.059,89.752,-12.08837,UMi,66.185396,158.7004244,73.4390137,,,104.875268,44.961527,16.0403397422,0.000354,0.091,0.087,0.093,0.085,-26.847,0.0247436,0.126,164.3993,1.23e-05,0.39,1.41,0.001097,45.1343,11.805607572,31.4979,160.3946,57.707
135,Garradd (C/2009 P1),2012-Mar-02 10:30,2455988.9375,8.8,*,4.5,m,227.08315,67.07393,227.12684,67.02173,-162.341,108.8807,359.836276,21.656017,355.02,-0.03,-416320.65,266357.024,338.628,3.1158031536,2.689,0.386,10.485,,92.63375,,383524.2,*,,,,,,67.91,0.0,,,161.116,41.9563,1.818532327522,11.9976099,1.26844983793511,-3.1811293,10.54937562,31.2446896,50.0539162,106.5345,/L,31.496,86.5,63.7203,41.9683,248.032,89.735,-12.09365,UMi,66.185396,158.6753466,73.4334695,,,104.887816,44.963264,16.207032939,0.000354,0.091,0.087,0.093,0.085,-26.839,0.0247445,0.126,164.3961,1.23e-05,0.39,1.41,0.001097,45.1379,11.974013654,31.4962,160.3862,57.7026
136,Garradd (C/2009 P1),2012-Mar-02 10:40,2455988.944444444,8.8,*,4.5,t,227.06388,67.07898,227.10759,67.02677,-162.389,108.8806,0.897056,21.67256,354.74,11.95,-416414.88,266365.565,338.637,3.2829261429,2.687,0.385,10.485,,92.63454,,383541.9,*,,,,,,67.88,0.0,,,161.1141,41.9529,1.818580448995,11.9983695,1.2684370837538,-3.1787874,10.54926955,31.2442764,50.0634845,106.5394,/L,31.4943,86.5,63.7684,41.9652,248.005,89.718,-12.09893,UMi,66.185396,158.6502768,73.4279225,,,104.900368,44.964999,16.3737259455,0.000354,0.091,0.087,0.093,0.085,-26.83,0.0247455,0.126,164.3929,1.23e-05,0.39,1.41,0.001097,45.1416,-11.857579646,31.4945,160.3778,57.6982
137,Garradd (C/2009 P1),2012-Mar-02 10:50,2455988.951388889,8.8,*,4.5,m,227.0446,67.08404,227.08832,67.03181,-162.44,108.8803,1.95666,21.722359,354.07,23.91,-416509.14,266374.104,338.646,3.4500491321,2.681,0.384,10.485,,92.63532,,383559.6,*,,,,,,67.86,0.0,,,161.1123,41.9495,1.818628573515,11.9991291,1.26842433898989,-3.1764315,10.54916355,31.2438632,50.0735674,106.5443,/L,31.4926,86.5,63.8158,41.962,247.977,89.701,-12.1042,UMi,66.185396,158.625215,73.4223728,,,104.912924,44.966731,16.5404187574,0.000354,0.091,0.087,0.093,0.085,-26.821,0.0247464,0.126,164.3898,1.23e-05,0.39,1.41,0.001097,45.1452,-11.689172309,31.4927,160.3693,57.6939
138,Garradd (C/2009 P1),2012-Mar-02 11:00,2455988.958333333,8.8,*,4.5,m,227.02531,67.0891,227.06905,67.03685,-162.493,108.8798,3.014124,21.80534,352.99,35.83,-416603.46,266382.643,338.655,3.6171721213,2.672,0.383,10.485,,92.6361,,383577.3,*,,,,,,67.83,0.0,,,161.1105,41.9461,1.818676701081,11.9998886,1.26841160372212,-3.1740504,10.54905764,31.2434501,50.0841484,106.5492,/L,31.4908,86.4,63.8626,41.9588,247.95,89.685,-12.10948,UMi,66.185396,158.600161,73.41682,,,104.925483,44.968461,16.7071113703,0.000354,0.091,0.087,0.093,0.085,-26.813,0.0247473,0.126,164.3866,1.23e-05,0.39,1.41,0.001097,45.1488,-11.520764314,31.491,160.3609,57.6895
139,Garradd (C/2009 P1),2012-Mar-02 11:10,2455988.965277778,8.8,*,4.5,m,227.00601,67.09416,227.04976,67.04189,-162.549,108.879,4.068489,21.921389,351.5,47.71,-416697.82,266391.181,338.664,3.7842951105,2.658,0.381,10.485,,92.63689,,383595.0,*,,,,,,67.8,0.0,,,161.1086,41.9428,1.818724831693,12.000648,1.26839887807379,-3.1716329,10.5489518,31.2430369,50.0952101,106.5542,/L,31.4891,86.4,63.9089,41.9557,247.923,89.668,-12.11477,UMi,66.185396,158.5751146,73.4112642,,,104.938046,44.970188,16.8738037805,0.000354,0.091,0.087,0.093,0.085,-26.804,0.0247482,0.126,164.3834,1.23e-05,0.39,1.41,0.001097,45.1525,-11.352355642,31.4893,160.3525,57.6851
140,Garradd (C/2009 P1),2012-Mar-02 11:20,2455988.972222222,8.8,*,4.5,m,226.9867,67.09921,227.03047,67.04692,-162.607,108.8777,5.118801,22.070352,349.62,59.53,-416792.23,266399.718,338.674,3.9514180997,2.642,0.379,10.485,,92.63767,,383612.6,*,,,,,,67.77,0.0,,,161.1068,41.9394,1.81877296535,12.0014073,1.26838616221254,-3.1691682,10.54884604,31.2426237,50.1067343,106.5591,/L,31.4874,86.4,63.9545,41.9525,247.896,89.651,-12.12005,UMi,66.185396,158.5500758,73.4057052,,,104.950613,44.971913,17.0404959846,0.000354,0.091,0.087,0.093,0.085,-26.795,0.0247491,0.126,164.3802,1.23e-05,0.39,1.41,0.001097,45.1561,-11.183946271,31.4876,160.3441,57.6808
141,Garradd (C/2009 P1),2012-Mar-02 11:30,2455988.979166667,8.8,*,4.5,m,226.96738,67.10427,227.01116,67.05196,-162.668,108.8759,6.164107,22.252033,347.35,71.27,-416886.69,266408.254,338.683,4.1185410889,2.622,0.376,10.485,,92.63846,,383630.3,*,,,,,,67.75,0.0,,,161.105,41.936,1.818821102052,12.0021666,1.26837345635001,-3.1666453,10.54874037,31.2422105,50.1187017,106.564,/L,31.4857,86.4,63.9997,41.9494,247.868,89.634,-12.12534,UMi,66.185396,158.5250446,73.4001429,,,104.963185,44.973636,17.2071879796,0.000354,0.091,0.087,0.093,0.085,-26.787,0.0247501,0.126,164.3771,1.23e-05,0.39,1.41,0.001097,45.1598,-11.015536182,31.4859,160.3357,57.6764
