,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
35,Garradd (C/2009 P1),2012-Mar-01 17:50,2455988.243055556,8.8,,4.5,m,228.98007,66.55786,229.02276,66.50727,-159.205,115.0875,33.742334,46.670265,45.07,359.6,-406996.34,265459.152,337.728,10.4035042462,1.373,0.197,10.482,,92.55137,,381687.6,*,,,,,,70.59,0.0,,,161.3011,42.295,1.81373562144,11.9211933,1.26987191327992,-4.1119656,10.56120266,31.2859555,50.4259706,106.0243,/L,31.6763,89.3,56.1306,42.2951,250.718,91.379,-11.56617,UMi,66.185386,161.2678773,73.9767022,,,103.633513,44.779228,23.5379207546,0.000354,0.091,0.087,0.093,0.085,-27.688,0.0246536,0.126,164.707,1.24e-05,0.39,1.41,0.001099,44.7724,-4.864679556,31.6764,161.2395,58.1383
36,Garradd (C/2009 P1),2012-Mar-01 18:00,2455988.25,8.8,,4.5,m,228.96156,66.5632,229.00427,66.5126,-159.308,115.0231,33.898192,47.671192,31.21,360.99,-407088.23,265468.788,337.737,10.570627235,1.351,0.194,10.482,,92.55219,,381706.3,*,,,,,,70.57,0.0,,,161.2992,42.2916,1.813783436588,11.9219619,1.26985544070822,-4.1020916,10.56106566,31.2855433,50.4361462,106.0295,/L,31.6745,89.3,56.1925,42.2917,250.691,91.363,-11.57153,UMi,66.185386,161.2409057,73.9714818,,,103.646061,44.781064,23.7046055846,0.000354,0.091,0.087,0.093,0.085,-27.679,0.0246546,0.126,164.704,1.24e-05,0.39,1.41,0.001099,44.776,-4.696323924,31.6746,161.2308,58.134
37,Garradd (C/2009 P1),2012-Mar-01 18:10,2455988.256944444,8.8,,4.5,m,228.94304,66.56854,228.98576,66.51792,-159.41,114.9566,33.998755,48.675265,17.07,361.86,-407180.18,265478.415,337.746,10.7377502238,1.33,0.191,10.482,,92.55301,,381725.1,*,,,,,,70.54,0.0,,,161.2974,42.2882,1.813831254817,11.9227304,1.26983900822929,-4.091974,10.560929,31.2851311,50.4458142,106.0347,/L,31.6728,89.3,56.2555,42.2884,250.665,91.347,-11.57688,UMi,66.185387,161.2139499,73.9662547,,,103.658612,44.782903,23.871290396,0.000354,0.091,0.087,0.093,0.085,-27.671,0.0246555,0.126,164.7009,1.24e-05,0.39,1.41,0.001099,44.7797,-4.527967229,31.6728,161.2221,58.1297
38,Garradd (C/2009 P1),2012-Mar-01 18:20,2455988.263888889,8.8,,4.5,m,228.9245,66.57388,228.96724,66.52324,-159.511,114.8878,34.040611,49.680994,2.63,362.18,-407272.19,265488.031,337.755,10.9048732126,1.31,0.188,10.482,,92.55383,,381743.8,*,,,,,,70.51,0.0,,,161.2955,42.2848,1.813879076127,11.9234988,1.26982261681156,-4.0816171,10.56079267,31.2847189,50.4549597,106.0399,/L,31.671,89.3,56.3195,42.285,250.638,91.331,-11.58224,UMi,66.185387,161.1870104,73.961021,,,103.671165,44.784742,0.0379751985,0.000354,0.091,0.087,0.093,0.085,-27.663,0.0246565,0.126,164.6978,1.24e-05,0.39,1.41,0.001099,44.7834,-4.359609476,31.671,161.2134,58.1254
39,Garradd (C/2009 P1),2012-Mar-01 18:30,2455988.270833333,8.8,,4.5,m,228.90595,66.57921,228.9487,66.52856,-159.61,114.8168,34.020051,50.6868,-12.11,361.91,-407364.26,265497.638,337.764,11.0719962014,1.291,0.185,10.482,,92.55466,,381762.5,*,,,,,,70.49,0.0,,,161.2936,42.2814,1.813926900516,11.9242671,1.26980626740548,-4.0710257,10.5606567,31.2843068,50.4635683,106.0451,/L,31.6692,89.3,56.3845,42.2816,250.612,91.315,-11.58759,UMi,66.185387,161.1600875,73.9557807,,,103.683722,44.786584,0.204660002,0.000354,0.091,0.087,0.093,0.085,-27.655,0.0246575,0.126,164.6947,1.24e-05,0.39,1.41,0.001099,44.787,-4.191250673,31.6692,161.2047,58.1211
40,Garradd (C/2009 P1),2012-Mar-01 18:40,2455988.277777778,8.8,,4.5,m,228.88738,66.58455,228.93015,66.53388,-159.709,114.7437,33.933051,51.691005,-27.15,361.02,-407456.38,265507.235,337.773,11.2391191902,1.273,0.183,10.483,,92.55548,,381781.2,*,,,,,,70.46,0.0,,,161.2918,42.2781,1.813974727986,11.9250353,1.26978996094171,-4.0602048,10.56052108,31.2838946,50.4716272,106.0503,/L,31.6674,89.2,56.4505,42.2782,250.585,91.299,-11.59294,UMi,66.185387,161.1331817,73.9505337,,,103.696281,44.788427,0.3713448163,0.000354,0.091,0.087,0.093,0.085,-27.646,0.0246584,0.126,164.6916,1.24e-05,0.39,1.41,0.001099,44.7907,-4.022890826,31.6674,161.196,58.1168
41,Garradd (C/2009 P1),2012-Mar-01 18:50,2455988.284722222,8.8,,4.5,m,228.8688,66.58987,228.91158,66.53919,-159.807,114.6686,33.775256,52.691816,-42.49,359.46,-407548.56,265516.82,337.782,11.4062421791,1.256,0.18,10.483,,92.55631,,381800.0,*,,,,,,70.44,0.0,,,161.2899,42.2747,1.814022558534,11.9258034,1.26977369832931,-4.0491601,10.56038583,31.2834823,50.4791242,106.0555,/L,31.6656,89.2,56.5175,42.2749,250.559,91.283,-11.59829,UMi,66.185387,161.1062934,73.9452802,,,103.708842,44.790271,0.5380296512,0.000354,0.091,0.087,0.093,0.085,-27.638,0.0246594,0.126,164.6885,1.24e-05,0.39,1.41,0.001099,44.7944,-3.854529944,31.6656,161.1873,58.1125
42,Garradd (C/2009 P1),2012-Mar-01 19:00,2455988.291666667,8.8,,4.5,m,228.8502,66.5952,228.893,66.5445,-159.903,114.5914,33.541959,53.687318,-58.14,357.18,-407640.79,265526.395,337.791,11.5733651679,1.24,0.178,10.483,,92.55713,,381818.7,*,,,,,,70.41,0.0,,,161.288,42.2713,1.814070392162,11.9265715,1.269757480454,-4.0378976,10.56025095,31.2830701,50.4860483,106.0607,/L,31.6638,89.2,56.5855,42.2715,250.532,91.267,-11.60364,UMi,66.185387,161.0794229,73.9400201,,,103.721406,44.792117,0.7047145164,0.000354,0.091,0.087,0.093,0.085,-27.63,0.0246603,0.126,164.6854,1.24e-05,0.39,1.41,0.001099,44.798,-3.686168035,31.6638,161.1786,58.1081
43,Garradd (C/2009 P1),2012-Mar-01 19:10,2455988.298611111,8.8,,4.5,m,228.83158,66.60052,228.8744,66.5498,-159.998,114.5122,33.228094,54.675452,-74.09,354.14,-407733.07,265535.958,337.8,11.7404881567,1.225,0.176,10.483,,92.55796,,381837.4,*,,,,,,70.38,0.0,,,161.2862,42.2679,1.814118228868,11.9273394,1.26974130817647,-4.0264238,10.56011645,31.2826579,50.4923896,106.066,/L,31.662,89.2,56.6546,42.2681,250.506,91.251,-11.60899,UMi,66.185388,161.0525706,73.9347535,,,103.733973,44.793965,0.8713994218,0.000354,0.091,0.087,0.093,0.085,-27.621,0.0246613,0.126,164.6823,1.24e-05,0.39,1.41,0.001099,44.8017,-3.517805109,31.662,161.1699,58.1038
44,Garradd (C/2009 P1),2012-Mar-01 19:20,2455988.305555556,8.8,,4.5,m,228.81295,66.60583,228.85578,66.5551,-160.091,114.4311,32.828235,55.654002,-90.33,350.27,-407825.4,265545.509,337.809,11.9076111456,1.21,0.174,10.483,,92.55879,,381856.2,*,,,,,,70.36,0.0,,,161.2843,42.2645,1.814166068652,11.9281073,1.2697251823307,-4.0147456,10.55998234,31.2822457,50.4981394,106.0712,/L,31.6602,89.2,56.7246,42.2648,250.479,91.235,-11.61433,UMi,66.185388,161.0257369,73.9294804,,,103.746541,44.795815,1.0380843769,0.000354,0.091,0.087,0.093,0.085,-27.613,0.0246622,0.126,164.6793,1.24e-05,0.39,1.41,0.001099,44.8053,-3.349441177,31.6602,161.1612,58.0995
45,Garradd (C/2009 P1),2012-Mar-01 19:30,2455988.3125,8.8,,4.5,m,228.79431,66.61114,228.83716,66.5604,-160.183,114.3482,32.3366,56.620581,-106.86,345.51,-407917.78,265555.048,337.818,12.0747341345,1.197,0.172,10.483,,92.55962,,381874.9,*,,,,,,70.33,0.0,,,161.2825,42.2611,1.814213911514,11.9288751,1.26970910372241,-4.0028701,10.55984861,31.2818334,50.5032898,106.0764,/L,31.6584,89.2,56.7957,42.2614,250.452,91.219,-11.61967,UMi,66.185388,160.9989223,73.9242008,,,103.759111,44.797666,1.2047693915,0.000354,0.091,0.087,0.093,0.085,-27.605,0.0246631,0.126,164.6762,1.24e-05,0.39,1.41,0.001099,44.809,-3.18107625,31.6584,161.1526,58.0952
46,Garradd (C/2009 P1),2012-Mar-01 19:40,2455988.319444444,8.8,,4.5,m,228.77565,66.61645,228.81851,66.56569,-160.273,114.2635,31.747079,57.572605,-123.66,339.78,-408010.21,265564.574,337.827,12.2418571233,1.184,0.17,10.483,,92.56045,,381893.7,*,,,,,,70.3,0.0,,,161.2806,42.2577,1.814261757453,11.9296428,1.26969307312744,-3.990805,10.55971529,31.2814211,50.5078343,106.0816,/L,31.6565,89.2,56.8677,42.258,250.426,91.203,-11.62501,UMi,66.185388,160.972127,73.9189148,,,103.771683,44.799519,1.3714544749,0.000354,0.091,0.087,0.093,0.085,-27.596,0.0246641,0.126,164.6731,1.24e-05,0.39,1.41,0.001099,44.8127,-3.012710339,31.6566,161.1439,58.0909
47,Garradd (C/2009 P1),2012-Mar-01 19:50,2455988.326388889,8.8,,4.5,m,228.75698,66.62176,228.79985,66.57098,-160.361,114.1771,31.053272,58.507281,-140.7,333.01,-408102.69,265574.088,337.836,12.4089801122,1.172,0.168,10.483,,92.56128,,381912.4,*,,,,,,70.28,0.0,,,161.2787,42.2543,1.814309606469,11.9304104,1.26967709129033,-3.9785582,10.55958237,31.2810089,50.5117675,106.0868,/L,31.6547,89.1,56.9407,42.2547,250.399,91.187,-11.63035,UMi,66.185388,160.9453514,73.9136225,,,103.784256,44.801373,1.5381396365,0.000354,0.091,0.087,0.093,0.085,-27.588,0.024665,0.126,164.67,1.24e-05,0.39,1.41,0.001099,44.8163,-2.844343457,31.6548,161.1352,58.0865
48,Garradd (C/2009 P1),2012-Mar-01 20:00,2455988.333333333,8.8,,4.5,m,228.73829,66.62706,228.78118,66.57627,-160.447,114.089,30.248568,59.421589,-157.94,325.1,-408195.22,265583.588,337.845,12.5761031011,1.161,0.166,10.483,,92.56211,,381931.2,*,,,,,,70.25,0.0,,,161.2769,42.2509,1.814357458561,11.9311779,1.26966115892287,-3.9661383,10.55944987,31.2805966,50.515085,106.092,/L,31.6529,89.1,57.0147,42.2513,250.373,91.171,-11.63569,UMi,66.185388,160.918596,73.9083239,,,103.796831,44.80323,1.7048248857,0.000354,0.091,0.087,0.093,0.085,-27.58,0.024666,0.126,164.6669,1.24e-05,0.39,1.41,0.001099,44.82,-2.675975618,31.653,161.1266,58.0822
49,Garradd (C/2009 P1),2012-Mar-01 20:10,2455988.340277778,8.8,,4.5,m,228.71959,66.63236,228.76249,66.58155,-160.532,113.9994,29.326246,60.312259,-175.33,315.97,-408287.79,265593.075,337.854,12.74322609,1.15,0.165,10.483,,92.56295,,381949.9,*,,,,,,70.22,0.0,,,161.275,42.2475,1.81440531373,11.9319453,1.26964527670275,-3.9535537,10.55931778,31.2801843,50.5177837,106.0972,/L,31.6511,89.1,57.0896,42.2479,250.346,91.155,-11.64103,UMi,66.185389,160.8918611,73.903019,,,103.809407,44.805088,1.8715102314,0.000354,0.091,0.087,0.093,0.085,-27.571,0.0246669,0.126,164.6638,1.24e-05,0.39,1.41,0.001099,44.8237,-2.507606835,31.6511,161.1179,58.0779
50,Garradd (C/2009 P1),2012-Mar-01 20:20,2455988.347222222,8.8,,4.5,m,228.70087,66.63765,228.74379,66.58683,-160.614,113.9083,28.279627,61.175766,-192.82,305.53,-408380.4,265602.548,337.863,12.9103490789,1.141,0.164,10.483,,92.56378,,381968.7,*,,,,,,70.2,0.0,,,161.2731,42.2441,1.814453171974,11.9327126,1.26962944527223,-3.9408135,10.55918611,31.279772,50.5198616,106.1024,/L,31.6493,89.1,57.1655,42.2446,250.319,91.138,-11.64636,UMi,66.185389,160.8651469,73.8977079,,,103.821985,44.806947,2.0381956826,0.000354,0.091,0.087,0.093,0.085,-27.563,0.0246679,0.126,164.6607,1.24e-05,0.39,1.41,0.001098,44.8273,-2.339237122,31.6493,161.1092,58.0735
51,Garradd (C/2009 P1),2012-Mar-01 20:30,2455988.354166667,8.8,,4.5,,228.68215,66.64294,228.72508,66.5921,-160.695,113.8158,27.102276,62.008311,-210.32,293.66,-408473.06,265612.007,337.872,13.0774720678,1.132,0.162,10.483,,92.56462,,381987.4,*,,,,,,70.17,0.0,,,161.2713,42.2407,1.814501033294,11.9334799,1.26961366523698,-3.9279269,10.55905488,31.2793597,50.5213179,106.1076,/L,31.6475,89.1,57.2423,42.2412,250.293,91.122,-11.65169,UMi,66.185389,160.838454,73.8923907,,,103.834563,44.808808,2.2048812479,0.000354,0.091,0.087,0.093,0.085,-27.555,0.0246688,0.126,164.6576,1.24e-05,0.39,1.41,0.001098,44.831,-2.170866495,31.6475,161.1006,58.0692
52,Garradd (C/2009 P1),2012-Mar-01 20:40,2455988.361111111,8.8,,4.5,,228.6634,66.64822,228.70635,66.59737,-160.773,113.722,25.788269,62.805827,-227.72,280.29,-408565.76,265621.452,337.881,13.2445950567,1.124,0.161,10.483,,92.56545,,382006.2,*,,,,,,70.14,0.0,,,161.2694,42.2373,1.814548897689,11.934247,1.26959793716486,-3.9149036,10.55892407,31.2789474,50.5221528,106.1128,/L,31.6456,89.1,57.32,42.2379,250.266,91.106,-11.65702,UMi,66.185389,160.8117824,73.8870674,,,103.847142,44.810671,2.371566936,0.000354,0.091,0.087,0.093,0.085,-27.546,0.0246697,0.126,164.6545,1.24e-05,0.39,1.41,0.001098,44.8346,-2.002494969,31.6457,161.0919,58.0649
53,Garradd (C/2009 P1),2012-Mar-01 20:50,2455988.368055556,8.8,,4.5,,228.64465,66.6535,228.68761,66.60264,-160.849,113.627,24.332526,63.563982,-244.9,265.31,-408658.5,265630.882,337.89,13.4117180457,1.116,0.16,10.483,,92.56629,,382024.9,*,,,,,,70.12,0.0,,,161.2676,42.2339,1.814596765158,11.9350141,1.2695822615849,-3.9017533,10.5587937,31.278535,50.522368,106.118,/L,31.6438,89.0,57.3985,42.2345,250.239,91.09,-11.66235,UMi,66.185389,160.7851327,73.8817382,,,103.859722,44.812535,2.5382527552,0.000354,0.091,0.087,0.093,0.085,-27.538,0.0246707,0.126,164.6515,1.24e-05,0.39,1.41,0.001098,44.8383,-1.834122561,31.6438,161.0833,58.0605
54,Garradd (C/2009 P1),2012-Mar-01 21:00,2455988.375,8.8,,4.5,,228.62588,66.65877,228.66885,66.6079,-160.923,113.5308,22.731218,64.278205,-261.7,248.65,-408751.28,265640.298,337.899,13.5788410346,1.109,0.159,10.483,,92.56713,,382043.7,*,,,,,,70.09,0.0,,,161.2657,42.2305,1.814644635702,11.935781,1.26956663898624,-3.8884861,10.55866377,31.2781227,50.521966,106.1232,/L,31.642,89.0,57.4779,42.2312,250.213,91.074,-11.66767,UMi,66.185389,160.7585051,73.8764031,,,103.872302,44.814401,2.7049387134,0.000354,0.091,0.087,0.093,0.085,-27.53,0.0246716,0.126,164.6484,1.24e-05,0.39,1.41,0.001098,44.842,-1.665749286,31.642,161.0746,58.0562
55,Garradd (C/2009 P1),2012-Mar-01 21:10,2455988.381944444,8.8,,4.5,,228.6071,66.66404,228.65009,66.61316,-160.994,113.4336,20.982239,64.94372,-277.94,230.23,-408844.09,265649.698,337.908,13.7459640236,1.103,0.158,10.483,,92.56796,,382062.4,*,,,,,,70.06,0.0,,,161.2638,42.2272,1.814692509319,11.9365479,1.26955106981724,-3.8751122,10.55853429,31.2777103,50.5209508,106.1285,/L,31.6401,89.0,57.5582,42.2278,250.186,91.057,-11.67299,UMi,66.18539,160.7318999,73.8710622,,,103.884883,44.816269,2.8716248185,0.000354,0.091,0.087,0.093,0.085,-27.521,0.0246725,0.126,164.6453,1.24e-05,0.39,1.41,0.001098,44.8456,-1.497375162,31.6402,161.066,58.0519
56,Garradd (C/2009 P1),2012-Mar-01 21:20,2455988.388888889,8.8,,4.5,,228.58831,66.66931,228.63131,66.61841,-161.064,113.3354,19.085731,65.555612,-293.41,210.03,-408936.94,265659.083,337.917,13.9130870125,1.098,0.157,10.483,,92.5688,,382081.2,*,,,,,,70.04,0.0,,,161.262,42.2238,1.81474038601,11.9373147,1.26953555448466,-3.8616422,10.55840525,31.277298,50.5193271,106.1337,/L,31.6383,89.0,57.6392,42.2245,250.159,91.041,-11.67831,UMi,66.18539,160.7053174,73.8657155,,,103.897464,44.818138,3.038311078,0.000354,0.091,0.087,0.093,0.085,-27.513,0.0246735,0.126,164.6422,1.24e-05,0.39,1.41,0.001098,44.8493,-1.329000206,31.6383,161.0573,58.0475
57,Garradd (C/2009 P1),2012-Mar-01 21:30,2455988.395833333,8.8,,4.5,,228.5695,66.67457,228.61252,66.62365,-161.13,113.2364,17.044625,66.108908,-307.87,188.05,-409029.83,265668.453,337.926,14.0802100014,1.093,0.157,10.483,,92.56964,,382099.9,*,,,,,,70.01,0.0,,,161.2601,42.2204,1.814788265775,11.9380814,1.26952009335283,-3.8480867,10.55827666,31.2768856,50.5171012,106.1389,/L,31.6365,89.0,57.7211,42.2211,250.132,91.025,-11.68363,UMi,66.18539,160.6787579,73.8603633,,,103.910045,44.820008,3.2049974993,0.000354,0.091,0.087,0.093,0.085,-27.505,0.0246744,0.126,164.6391,1.24e-05,0.39,1.41,0.001098,44.853,-1.160624437,31.6365,161.0487,58.0432
58,Garradd (C/2009 P1),2012-Mar-01 21:40,2455988.402777778,8.8,,4.5,,228.55069,66.67983,228.59371,66.6289,-161.195,113.1366,14.865167,66.598693,-321.08,164.32,-409122.75,265677.807,337.935,14.2473329904,1.089,0.156,10.483,,92.57048,,382118.7,*,,,,,,69.98,0.0,,,161.2583,42.217,1.814836148612,11.938848,1.269504686743,-3.8344565,10.55814853,31.2764732,50.5142802,106.1441,/L,31.6346,88.9,57.8037,42.2178,250.106,91.009,-11.68894,UMi,66.18539,160.6522215,73.8550055,,,103.922626,44.82188,3.3716840892,0.000354,0.091,0.087,0.093,0.085,-27.496,0.0246753,0.126,164.636,1.24e-05,0.39,1.41,0.001098,44.8566,-0.992247871,31.6347,161.04,58.0388
59,Garradd (C/2009 P1),2012-Mar-01 21:50,2455988.409722222,8.8,,4.5,,228.53186,66.68508,228.5749,66.63414,-161.257,113.0362,12.557337,67.020244,-332.77,138.94,-409215.7,265687.144,337.944,14.4144559794,1.086,0.156,10.483,,92.57132,,382137.4,*,,,,,,69.96,0.0,,,161.2564,42.2136,1.814884034521,11.9396146,1.26948933493277,-3.8207626,10.55802085,31.2760608,50.5108726,106.1493,/L,31.6328,88.9,57.887,42.2145,250.079,90.992,-11.69425,UMi,66.18539,160.6257086,73.8496423,,,103.935207,44.823752,3.5383708544,0.000354,0.091,0.087,0.093,0.085,-27.488,0.0246762,0.126,164.6329,1.24e-05,0.39,1.41,0.001098,44.8603,-0.823870529,31.6328,161.0314,58.0345
60,Garradd (C/2009 P1),2012-Mar-01 22:00,2455988.416666667,8.8,,4.5,,228.51302,66.69033,228.55607,66.63937,-161.316,112.9352,10.135118,67.36919,-342.68,112.07,-409308.69,265696.466,337.953,14.5815789684,1.083,0.155,10.483,,92.57217,,382156.1,*,,,,,,69.93,0.0,,,161.2545,42.2102,1.814931923502,11.940381,1.26947403815552,-3.8070161,10.55789363,31.2756484,50.5068877,106.1545,/L,31.631,88.9,57.971,42.2111,250.052,90.976,-11.69956,UMi,66.18539,160.5992194,73.8442738,,,103.947787,44.825627,3.7050578013,0.000354,0.091,0.087,0.093,0.085,-27.48,0.0246772,0.126,164.6298,1.24e-05,0.39,1.41,0.001098,44.8639,-0.655492427,31.631,161.0228,58.0301
61,Garradd (C/2009 P1),2012-Mar-01 22:10,2455988.423611111,8.8,,4.5,,228.49417,66.69557,228.53723,66.6446,-161.374,112.8337,7.616508,67.641679,-350.55,83.93,-409401.7,265705.772,337.962,14.7487019573,1.081,0.155,10.483,,92.57301,,382174.9,*,,,,,,69.9,0.0,,,161.2527,42.2068,1.814979815555,11.9411473,1.26945879660003,-3.7932281,10.55776687,31.275236,50.5023361,106.1597,/L,31.6291,88.9,58.0557,42.2078,250.025,90.96,-11.70487,UMi,66.18539,160.5727541,73.8389,,,103.960367,44.827502,3.8717449359,0.000354,0.091,0.087,0.093,0.085,-27.471,0.0246781,0.126,164.6268,1.24e-05,0.39,1.41,0.001098,44.8676,-0.487113587,31.6292,161.0142,58.0258
62,Garradd (C/2009 P1),2012-Mar-01 22:20,2455988.430555556,8.8,,4.5,,228.47531,66.70081,228.51838,66.64982,-161.428,112.7319,5.023242,67.834552,-356.2,54.8,-409494.74,265715.061,337.971,14.9158249463,1.079,0.155,10.483,,92.57385,,382193.6,*,,,,,,69.88,0.0,,,161.2508,42.2034,1.815027710679,11.9419136,1.26944361041013,-3.7794098,10.55764057,31.2748236,50.4972295,106.1649,/L,31.6273,88.9,58.141,42.2045,249.999,90.943,-11.71017,UMi,66.185391,160.5463129,73.8335211,,,103.972947,44.829378,4.0384322638,0.000354,0.091,0.087,0.093,0.085,-27.463,0.024679,0.126,164.6237,1.24e-05,0.39,1.41,0.001098,44.8713,-0.318734026,31.6273,161.0056,58.0214
63,Garradd (C/2009 P1),2012-Mar-01 22:30,2455988.4375,8.8,,4.5,,228.45644,66.70604,228.49953,66.65504,-161.48,112.6298,2.380173,67.945493,-359.44,25.0,-409587.81,265724.334,337.98,15.0829479353,1.078,0.155,10.483,,92.57469,,382212.3,*,,,,,,69.85,0.0,,,161.249,42.2,1.815075608875,11.9426798,1.26942847968442,-3.7655727,10.55751474,31.2744111,50.4915803,106.1701,/L,31.6255,88.8,58.2269,42.2011,249.972,90.927,-11.71547,UMi,66.185391,160.519896,73.8281372,,,103.985525,44.831256,4.2051197903,0.000354,0.091,0.087,0.093,0.085,-27.455,0.0246799,0.126,164.6206,1.24e-05,0.39,1.41,0.001098,44.8749,-0.150353764,31.6255,160.9969,58.0171
64,Garradd (C/2009 P1),2012-Mar-01 22:40,2455988.444444444,8.8,,4.5,t,228.43756,66.71127,228.48066,66.66026,-161.53,112.5276,359.714349,67.973153,-360.2,-5.1,-409680.9,265733.59,337.989,15.2500709243,1.078,0.155,10.483,,92.57554,,382231.0,*,,,,,,69.82,0.0,,,161.2471,42.1966,1.81512351014,11.9434459,1.26941340447615,-3.7517279,10.55738936,31.2739987,50.4854025,106.1753,/L,31.6236,88.8,58.3134,42.1978,249.945,90.911,-11.72077,UMi,66.185391,160.4935036,73.8227484,,,103.998103,44.833134,4.3718075204,0.000354,0.091,0.087,0.093,0.085,-27.446,0.0246808,0.126,164.6175,1.24e-05,0.39,1.41,0.001098,44.8786,0.01802718,31.6236,160.9883,58.0127
65,Garradd (C/2009 P1),2012-Mar-01 22:50,2455988.451388889,8.8,,4.5,,228.41867,66.7165,228.46178,66.66547,-161.577,112.4253,357.053848,67.917222,-358.45,-35.12,-409774.02,265742.83,337.998,15.4171939133,1.079,0.155,10.483,,92.57638,,382249.7,*,,,,,,69.8,0.0,,,161.2452,42.1932,1.815171414476,11.9442118,1.2693983847931,-3.7378868,10.55726444,31.2735862,50.4787105,106.1805,/L,31.6218,88.8,58.4004,42.1945,249.918,90.894,-11.72607,UMi,66.185391,160.4671357,73.8173548,,,104.01068,44.835014,4.5384954587,0.000354,0.091,0.087,0.093,0.085,-27.438,0.0246818,0.126,164.6144,1.24e-05,0.39,1.41,0.001098,44.8822,0.186408785,31.6218,160.9797,58.0084
66,Garradd (C/2009 P1),2012-Mar-01 23:00,2455988.458333333,8.8,,4.5,,228.39977,66.72172,228.44289,66.67067,-161.621,112.3231,354.426503,67.778449,-354.23,-64.69,-409867.16,265752.052,338.007,15.5843169023,1.08,0.155,10.483,,92.57722,,382268.4,*,,,,,,69.77,0.0,,,161.2434,42.1899,1.815219321882,11.9449777,1.26938342059761,-3.7240608,10.55713999,31.2731738,50.47152,106.1857,/L,31.6199,88.8,58.4879,42.1912,249.891,90.878,-11.73136,UMi,66.185391,160.4407926,73.8119566,,,104.023256,44.836894,4.7051836092,0.000354,0.091,0.087,0.093,0.085,-27.429,0.0246827,0.126,164.6113,1.24e-05,0.39,1.41,0.001098,44.8859,0.354791032,31.6199,160.9711,58.004
67,Garradd (C/2009 P1),2012-Mar-01 23:10,2455988.465277778,8.8,A,4.5,,228.38086,66.72693,228.42399,66.67587,-161.663,112.221,351.858655,67.558601,-347.68,-93.44,-409960.33,265761.258,338.016,15.7514398914,1.081,0.155,10.483,,92.57807,,382287.1,*,,,,,,69.74,0.0,,,161.2415,42.1865,1.815267232357,11.9457436,1.2693685118067,-3.7102611,10.557016,31.2727613,50.4638477,106.1909,/L,31.6181,88.7,58.5759,42.1878,249.865,90.862,-11.73665,UMi,66.185391,160.4144744,73.8065537,,,104.035831,44.838775,4.8718719759,0.000354,0.091,0.087,0.093,0.085,-27.421,0.0246836,0.126,164.6082,1.24e-05,0.39,1.41,0.001098,44.8896,0.523173901,31.6181,160.9625,57.9996
68,Garradd (C/2009 P1),2012-Mar-01 23:20,2455988.472222222,8.8,A,4.5,,228.36194,66.73214,228.40508,66.68107,-161.702,112.1191,349.374065,67.260368,-338.96,-121.08,-410053.51,265770.447,338.025,15.9185628804,1.084,0.155,10.483,,92.57891,,382305.8,*,,,,,,69.71,0.0,,,161.2397,42.1831,1.815315145902,11.9465093,1.26935365829222,-3.6964989,10.55689246,31.2723488,50.4557111,106.1961,/L,31.6162,88.7,58.6642,42.1845,249.838,90.845,-11.74194,UMi,66.185391,160.3881811,73.8011465,,,104.048404,44.840656,5.0385605621,0.000354,0.091,0.087,0.093,0.085,-27.413,0.0246845,0.126,164.6051,1.24e-05,0.39,1.41,0.001098,44.8932,0.691557374,31.6163,160.9539,57.9953
69,Garradd (C/2009 P1),2012-Mar-01 23:30,2455988.479166667,8.8,A,4.5,,228.34302,66.73735,228.38617,66.68626,-161.739,112.0177,346.993101,66.887225,-328.32,-147.34,-410146.72,265779.619,338.034,16.0856858694,1.087,0.156,10.483,,92.57975,,382324.5,*,,,,,,69.69,0.0,,,161.2378,42.1797,1.815363062515,11.9472749,1.26933885988116,-3.6827855,10.55676939,31.2719363,50.4471284,106.2012,/L,31.6144,88.7,58.753,42.1812,249.811,90.829,-11.74722,UMi,66.185391,160.3619129,73.7957349,,,104.060976,44.842538,5.2052493707,0.000354,0.091,0.087,0.093,0.085,-27.404,0.0246854,0.126,164.602,1.24e-05,0.39,1.41,0.001098,44.8969,0.859941429,31.6144,160.9454,57.9909
